,id,smoker_pred,smoker_prob
89,159345,0,0.0069642905
90,159346,1,0.5502047
91,159347,1,0.6691433
92,159348,1,0.7324327
93,159349,0,0.0067818295
94,159350,0,0.019993167
95,159351,1,0.76728606
96,159352,0,0.38821527
97,159353,0,0.48719534
98,159354,0,0.0114871105
99,159355,1,0.7958679
100,159356,1,0.74931026
101,159357,1,0.8329382
102,159358,0,0.29337296
103,159359,1,0.5304192
104,159360,0,0.06955288
105,159361,1,0.80294484
106,159362,0,0.05857787
107,159363,1,0.7000386
108,159364,1,0.7636512
109,159365,1,0.71868235
110,159366,0,0.017726665
111,159367,0,0.42408136
112,159368,1,0.54560685
113,159369,1,0.6146108
114,159370,0,0.38061857
115,159371,0,0.49871945
116,159372,0,0.09963632
117,159373,1,0.75885814
118,159374,1,0.54409593
119,159375,1,0.8657488
120,159376,1,0.74253726
121,159377,0,0.0020235009
122,159378,1,0.7618183
123,159379,0,0.3281092
124,159380,0,0.07589248
125,159381,0,0.02607089
126,159382,1,0.5632476
127,159383,0,0.018929094
128,159384,1,0.5711391
129,159385,0,0.029163426
130,159386,1,0.6561667
131,159387,1,0.82645434
132,159388,1,0.69531727
133,159389,0,0.0027686884
134,159390,1,0.69076365
135,159391,0,0.49029
136,159392,1,0.70065415
137,159393,0,0.021269787
138,159394,0,0.26954082
139,159395,1,0.75193596
140,159396,1,0.79751176
141,159397,1,0.6489763
142,159398,1,0.8061117
143,159399,1,0.7653127
144,159400,1,0.6049351
145,159401,1,0.76847464
146,159402,0,0.021339204
147,159403,0,0.118063375
148,159404,1,0.8476209
149,159405,0,0.016758243
150,159406,0,0.15866782
151,159407,0,0.027045114
152,159408,0,0.014123004
153,159409,1,0.7764125
154,159410,1,0.5604493
155,159411,1,0.9556208
156,159412,1,0.81019914
157,159413,1,0.73566085
158,159414,0,0.07064855
159,159415,0,0.41755998
160,159416,0,0.38785544
161,159417,0,0.4870878
162,159418,1,0.7168999
163,159419,0,0.04427984
164,159420,1,0.7306462
165,159421,1,0.5421366
166,159422,0,0.10318215
167,159423,0,0.012288784
168,159424,0,0.015700651
169,159425,0,0.48663393
170,159426,0,0.14983752
171,159427,0,0.0681784
172,159428,0,0.0029433877
173,159429,0,0.2217757
174,159430,0,0.019164026
175,159431,1,0.82072365
176,159432,0,0.022286706
177,159433,0,0.14289218
178,159434,0,0.21627523
179,159435,0,0.42688376
180,159436,1,0.7166504
181,159437,0,0.07212784
182,159438,1,0.7242547
183,159439,0,0.20048417
184,159440,0,0.05382613
185,159441,1,0.9035505
186,159442,0,0.12629807
187,159443,0,0.021917496
188,159444,0,0.062256247
189,159445,1,0.6360415
190,159446,1,0.8683042
191,159447,0,0.4804241
192,159448,1,0.776779
193,159449,0,0.38095313
194,159450,0,0.0012210291
195,159451,1,0.8439852
196,159452,1,0.6224616
197,159453,0,0.06545394
198,159454,1,0.78690594
199,159455,1,0.7542527
200,159456,0,0.003503159
201,159457,1,0.64122695
202,159458,1,0.6971161
203,159459,1,0.5082623
204,159460,0,0.12313891
205,159461,1,0.5835015
206,159462,0,0.040796086
207,159463,0,0.01260386
208,159464,0,0.36541075
209,159465,0,0.40873992
210,159466,0,0.04818421
211,159467,1,0.75828093
212,159468,1,0.87786716
213,159469,1,0.6071047
214,159470,1,0.79856896
215,159471,1,0.70532393
216,159472,1,0.78404707
217,159473,0,0.052231215
218,159474,0,0.35158116
219,159475,0,0.4596626
220,159476,0,0.032430064
221,159477,0,0.106041916
222,159478,1,0.76368994
223,159479,0,0.12856196
224,159480,0,0.37284553
225,159481,0,0.14849569
226,159482,1,0.809937
227,159483,0,0.021403916
228,159484,0,0.017667944
229,159485,0,0.31174472
230,159486,0,0.13979879
231,159487,0,0.08386335
232,159488,1,0.53526425
233,159489,0,0.116774
234,159490,1,0.5943493
235,159491,1,0.87904406
236,159492,0,0.37638915
237,159493,1,0.77073914
238,159494,0,0.027275605
239,159495,0,0.0032308444
240,159496,1,0.7213947
241,159497,0,0.38014314
242,159498,1,0.5117614
243,159499,1,0.7413024
244,159500,0,0.13403049
245,159501,1,0.6256874
246,159502,1,0.898123
247,159503,0,0.016881848
248,159504,1,0.58172876
249,159505,0,0.018396614
250,159506,1,0.87416804
251,159507,1,0.7136582
252,159508,1,0.7789519
253,159509,1,0.86453515
254,159510,0,0.010680473
255,159511,0,0.0016400059
256,159512,0,0.061271787
257,159513,0,0.29460955
258,159514,0,0.14669327
259,159515,1,0.66701657
260,159516,1,0.6413412
261,159517,0,0.028932564
262,159518,0,0.013674542
263,159519,0,0.17169917
264,159520,0,0.23573138
265,159521,1,0.9524095
266,159522,1,0.678024
267,159523,0,0.0061902613
268,159524,1,0.68225104
269,159525,0,0.0148966545
270,159526,0,0.37383294
271,159527,0,0.006711431
272,159528,0,0.48501822
273,159529,1,0.82847166
274,159530,1,0.6992304
275,159531,0,0.19874977
276,159532,1,0.9120797
277,159533,1,0.8479715
278,159534,0,0.49390972
279,159535,1,0.6376185
280,159536,0,0.0124683445
281,159537,0,0.3598874
282,159538,1,0.6724148
283,159539,1,0.8688401
284,159540,0,0.0010561292
285,159541,0,0.2788647
286,159542,0,0.478895
287,159543,0,0.01895614
288,159544,1,0.53177065
289,159545,1,0.6331142
290,159546,1,0.5487475
291,159547,1,0.6019049
292,159548,1,0.68743026
293,159549,0,0.026254606
294,159550,0,0.018805686
295,159551,1,0.69831485
296,159552,1,0.65421176
297,159553,0,0.43832198
298,159554,0,0.09063298
299,159555,1,0.86155146
300,159556,1,0.85176545
301,159557,1,0.85524815
302,159558,0,0.1682771
303,159559,1,0.66713494
304,159560,0,0.03657243
305,159561,1,0.9123589
306,159562,1,0.94794226
307,159563,0,0.4138117
308,159564,0,0.034191858
309,159565,0,0.087261476
310,159566,0,0.10297614
311,159567,1,0.8511966
312,159568,1,0.69343126
313,159569,0,0.0378271
314,159570,1,0.7081171
315,159571,0,0.114312366
316,159572,0,0.4860321
317,159573,0,0.032147348
318,159574,1,0.8144582
319,159575,0,0.027057765
320,159576,0,0.0945017
321,159577,1,0.7062519
322,159578,0,0.34553054
323,159579,0,0.044546366
324,159580,1,0.66999876
325,159581,0,0.0823589
326,159582,0,0.30771092
327,159583,1,0.7812509
328,159584,0,0.32715356
329,159585,1,0.5053115
330,159586,0,0.32819012
331,159587,1,0.8758143
332,159588,1,0.84865826
333,159589,1,0.8227121
334,159590,1,0.7536788
335,159591,1,0.71758544
336,159592,0,0.027564224
337,159593,1,0.7657504
338,159594,0,0.02693694
339,159595,1,0.77801234
340,159596,1,0.74228776
341,159597,0,0.4119105
342,159598,0,0.030895406
343,159599,0,0.024502153
344,159600,0,0.00830436
345,159601,1,0.5711993
346,159602,0,0.18401128
347,159603,1,0.68514276
348,159604,0,0.4384476
349,159605,1,0.506781
350,159606,0,0.01194322
351,159607,0,0.018286197
352,159608,1,0.85502803
353,159609,0,0.48225832
354,159610,0,0.0032893068
355,159611,0,0.0268622
356,159612,1,0.5404052
357,159613,1,0.77302843
358,159614,0,0.01667665
359,159615,0,0.02460851
360,159616,0,0.176917
361,159617,0,0.05841743
362,159618,1,0.7130308
363,159619,0,0.037719075
364,159620,1,0.5761223
365,159621,1,0.76429135
366,159622,1,0.73153406
367,159623,1,0.6410257
368,159624,0,0.012745735
369,159625,0,0.011920463
370,159626,0,0.045579433
371,159627,1,0.5045966
372,159628,0,0.4725747
373,159629,1,0.8115684
374,159630,0,0.2797753
375,159631,0,0.21989426
376,159632,0,0.075818345
377,159633,0,0.029113973
378,159634,1,0.7619884
379,159635,0,0.008561179
380,159636,0,0.041088946
381,159637,0,0.13365488
382,159638,1,0.7836267
383,159639,0,0.15584315
384,159640,0,0.043556873
385,159641,0,0.13329375
386,159642,0,0.15073876
387,159643,0,0.3498506
388,159644,0,0.4105106
389,159645,0,0.47668236
390,159646,0,0.008715112
391,159647,1,0.583198
392,159648,1,0.6307232
393,159649,0,0.34582692
394,159650,1,0.894242
395,159651,1,0.8565794
396,159652,0,0.3284495
397,159653,0,0.16478905
398,159654,0,0.06700711
399,159655,1,0.72620386
400,159656,0,0.11881047
401,159657,1,0.520021
402,159658,0,0.007245186
403,159659,0,0.0056280657
404,159660,0,0.4591752
405,159661,1,0.5511367
406,159662,1,0.5323755
407,159663,1,0.76368153
408,159664,0,0.008336633
409,159665,1,0.56113166
410,159666,1,0.6681159
411,159667,0,0.19553803
412,159668,1,0.77291507
413,159669,1,0.55818874
414,159670,0,0.06035557
415,159671,1,0.7389582
416,159672,0,0.470372
417,159673,1,0.69901246
418,159674,0,0.429084
419,159675,1,0.7618535
420,159676,0,0.0025453207
421,159677,0,0.45290396
422,159678,0,0.44419548
423,159679,0,0.05600296
424,159680,1,0.8187909
425,159681,0,0.29205403
426,159682,1,0.65440536
427,159683,1,0.63669
428,159684,0,0.46474025
429,159685,1,0.6030147
430,159686,0,0.08740871
431,159687,0,0.002391268
432,159688,1,0.9469833
433,159689,0,0.14718337
434,159690,1,0.7656455
435,159691,1,0.6189221
436,159692,1,0.9082377
437,159693,0,0.3136621
438,159694,1,0.5003367
439,159695,0,0.0028902735
440,159696,0,0.015742708
441,159697,0,0.015973028
442,159698,0,0.29973084
443,159699,1,0.58386636
444,159700,1,0.53161865
445,159701,1,0.7357741
446,159702,1,0.6469459
447,159703,0,0.018033773
448,159704,1,0.5992084
449,159705,0,0.023475641
450,159706,0,0.17663185
451,159707,1,0.7333666
452,159708,1,0.7491942
453,159709,1,0.9208822
454,159710,1,0.8795605
455,159711,1,0.8490398
456,159712,1,0.8056585
457,159713,1,0.5918325
458,159714,1,0.5530117
459,159715,0,0.46616504
460,159716,1,0.6315841
461,159717,0,0.0127465855
462,159718,1,0.5097133
463,159719,0,0.05423377
464,159720,1,0.6167445
465,159721,1,0.7502369
466,159722,0,0.46886483
467,159723,0,0.022608211
468,159724,0,0.03231365
469,159725,1,0.86040103
470,159726,0,0.025837308
471,159727,0,0.002796679
472,159728,0,0.024798518
473,159729,1,0.5735718
474,159730,0,0.2905745
475,159731,1,0.7487502
476,159732,0,0.016886463
477,159733,1,0.5030054
478,159734,0,0.34216154
479,159735,0,0.011131867
480,159736,1,0.55427724
481,159737,1,0.78001636
482,159738,0,0.009623717
483,159739,0,0.0047469004
484,159740,1,0.5901622
485,159741,0,0.48537478
486,159742,0,0.39909762
487,159743,1,0.815432
488,159744,1,0.8339706
489,159745,1,0.61610794
490,159746,0,0.41651857
491,159747,0,0.10099745
492,159748,0,0.16252428
493,159749,0,0.41829264
494,159750,1,0.6700068
495,159751,0,0.06963767
496,159752,0,0.052112628
497,159753,1,0.6673612
498,159754,1,0.5571937
499,159755,1,0.5261306
500,159756,0,0.13868117
501,159757,0,0.3935059
502,159758,1,0.6316168
503,159759,0,0.038038254
504,159760,1,0.9476488
505,159761,0,0.041550577
506,159762,0,0.38649455
507,159763,0,0.090368845
508,159764,1,0.5480464
509,159765,1,0.54636157
510,159766,1,0.5465957
511,159767,1,0.5217361
512,159768,1,0.9135485
513,159769,1,0.5922495
514,159770,1,0.6974515
515,159771,0,0.03037734
516,159772,0,0.44269958
517,159773,0,0.2490254
518,159774,0,0.20447423
519,159775,0,0.1641189
520,159776,0,0.028673513
521,159777,1,0.59157175
522,159778,0,0.32471725
523,159779,1,0.68474877
524,159780,1,0.6619873
525,159781,1,0.7254423
526,159782,0,0.020245627
527,159783,0,0.09035305
528,159784,0,0.40559962
529,159785,0,0.007881019
530,159786,1,0.8840183
531,159787,1,0.5913945
532,159788,0,0.011036494
533,159789,0,0.06648316
534,159790,0,0.055605892
535,159791,1,0.7531401
536,159792,0,0.46864676
537,159793,1,0.6078444
538,159794,0,0.27625832
539,159795,0,0.161519
540,159796,0,0.46009994
541,159797,1,0.73112583
542,159798,1,0.7500264
543,159799,0,0.0034349002
544,159800,0,0.018079638
545,159801,0,0.08171935
546,159802,1,0.96563077
547,159803,1,0.7007832
548,159804,1,0.6375986
549,159805,0,0.32711533
550,159806,1,0.83763367
551,159807,1,0.783886
552,159808,0,0.013249584
553,159809,1,0.68777204
554,159810,0,0.0027946876
555,159811,0,0.0069086323
556,159812,0,0.4286919
557,159813,1,0.6113113
558,159814,1,0.81534815
559,159815,1,0.71733874
560,159816,1,0.62713057
561,159817,1,0.6341121
562,159818,0,0.01078673
563,159819,1,0.71235836
564,159820,0,0.22751969
565,159821,0,0.022097353
566,159822,1,0.57368666
567,159823,0,0.0034094497
568,159824,1,0.9644215
569,159825,1,0.7298956
570,159826,0,0.49846396
571,159827,0,0.034676254
572,159828,0,0.02316911
573,159829,0,0.018422386
574,159830,0,0.072035
575,159831,1,0.5460294
576,159832,1,0.59120834
577,159833,0,0.39011046
578,159834,0,0.019614508
579,159835,1,0.8790522
580,159836,0,0.025548007
581,159837,0,0.49070436
582,159838,0,0.030412205
583,159839,0,0.2651915
584,159840,1,0.8395582
585,159841,1,0.7319124
586,159842,1,0.72748363
587,159843,1,0.8917843
588,159844,1,0.54696596
589,159845,0,0.01948763
590,159846,1,0.73963636
591,159847,0,0.43051344
592,159848,0,0.49279097
593,159849,1,0.68971807
594,159850,0,0.006325579
595,159851,0,0.48677757
596,159852,0,0.011259325
597,159853,0,0.16214786
598,159854,1,0.90578455
599,159855,0,0.31770775
600,159856,0,0.08718471
601,159857,1,0.5256551
602,159858,1,0.7343714
603,159859,0,0.011407235
604,159860,1,0.54587954
605,159861,0,0.020355001
606,159862,0,0.0058342274
607,159863,1,0.77097714
608,159864,0,0.1024522
609,159865,0,0.0046056164
610,159866,1,0.68856734
611,159867,0,0.44081676
612,159868,1,0.8127949
613,159869,1,0.6356971
614,159870,1,0.7169231
615,159871,0,0.11724577
616,159872,1,0.6395988
617,159873,1,0.68842155
618,159874,0,0.19875203
619,159875,0,0.33701676
620,159876,1,0.71171093
621,159877,0,0.11017237
622,159878,1,0.63969153
623,159879,1,0.7001028
624,159880,1,0.5862922
625,159881,0,0.036165383
626,159882,1,0.85536355
627,159883,1,0.8595532
628,159884,1,0.80216235
629,159885,0,0.44133753
630,159886,0,0.34874672
631,159887,1,0.54420453
632,159888,0,0.38820398
633,159889,1,0.8833778
634,159890,1,0.8138006
635,159891,1,0.91265523
636,159892,0,0.22445215
637,159893,0,0.02142933
638,159894,1,0.8271997
639,159895,1,0.66892576
640,159896,1,0.6556244
641,159897,0,0.46694833
642,159898,1,0.6830691
643,159899,1,0.8640796
644,159900,0,0.039824806
645,159901,1,0.64728516
646,159902,0,0.15056263
647,159903,0,0.38656887
648,159904,0,0.34558246
649,159905,0,0.029011426
650,159906,1,0.71330047
651,159907,1,0.70898324
652,159908,1,0.7256479
653,159909,0,0.001785291
654,159910,1,0.5901751
655,159911,0,0.4300243
656,159912,1,0.68521965
657,159913,0,0.045760006
658,159914,0,0.019572617
659,159915,0,0.27465478
660,159916,0,0.01979207
661,159917,0,0.016599692
662,159918,0,0.13574973
663,159919,1,0.5327761
664,159920,0,0.13405092
665,159921,1,0.79642427
666,159922,0,0.17951272
667,159923,0,0.27882123
668,159924,1,0.82245225
669,159925,1,0.624742
670,159926,1,0.8858247
671,159927,1,0.6588397
672,159928,0,0.44996512
673,159929,1,0.7443994
674,159930,0,0.1324233
675,159931,0,0.3823622
676,159932,0,0.0047946097
677,159933,0,0.3420988
678,159934,0,0.29600164
679,159935,0,0.19433428
680,159936,1,0.5401978
681,159937,0,0.02794542
682,159938,1,0.71935576
683,159939,1,0.6936812
684,159940,1,0.7076178
685,159941,0,0.37941593
686,159942,1,0.5756424
687,159943,0,0.09702888
688,159944,0,0.021923987
689,159945,1,0.80001885
690,159946,1,0.75912845
691,159947,0,0.016025815
692,159948,0,0.27703032
693,159949,1,0.7648553
694,159950,1,0.7930846
695,159951,0,0.31471622
696,159952,1,0.67765486
697,159953,0,0.0058049504
698,159954,1,0.57272595
699,159955,0,0.0009109605
700,159956,1,0.74303275
701,159957,1,0.8051723
702,159958,1,0.634265
703,159959,0,0.31199625
704,159960,1,0.8348851
705,159961,1,0.7953176
706,159962,0,0.0010700846
707,159963,1,0.8453768
708,159964,0,0.038679846
709,159965,1,0.72029746
710,159966,1,0.7945475
711,159967,1,0.74310994
712,159968,0,0.017795919
713,159969,1,0.79310405
714,159970,0,0.033098552
715,159971,0,0.0068112495
716,159972,0,0.043329317
717,159973,1,0.786202
718,159974,0,0.39480257
719,159975,1,0.6648113
720,159976,1,0.6238237
721,159977,1,0.7803353
722,159978,0,0.031913787
723,159979,1,0.6919656
724,159980,1,0.8595438
725,159981,1,0.762318
726,159982,1,0.62684864
727,159983,1,0.72901493
728,159984,0,0.49042067
729,159985,1,0.8324707
730,159986,1,0.88540924
731,159987,0,0.059052005
732,159988,1,0.7502844
733,159989,1,0.623924
734,159990,0,0.38459873
735,159991,0,0.022245795
736,159992,1,0.50218993
737,159993,0,0.016941408
738,159994,0,0.030461397
739,159995,0,0.013434048
740,159996,0,0.4414773
741,159997,1,0.81170005
742,159998,0,0.44521803
743,159999,1,0.7279622
744,160000,1,0.75527626
745,160001,0,0.11873351
746,160002,0,0.29464734
747,160003,0,0.031673767
748,160004,1,0.5422458
749,160005,0,0.027952002
750,160006,0,0.34885395
751,160007,1,0.7179091
752,160008,0,0.1930992
753,160009,1,0.5323092
754,160010,1,0.6596646
755,160011,0,0.14372057
756,160012,1,0.5358255
757,160013,1,0.70806944
758,160014,0,0.022298679
759,160015,0,0.065937094
760,160016,1,0.6774278
761,160017,0,0.12232293
762,160018,1,0.8146121
763,160019,0,0.033854578
764,160020,0,0.07040711
765,160021,1,0.606305
766,160022,1,0.79506046
767,160023,0,0.020499343
768,160024,1,0.60150486
769,160025,0,0.075769246
770,160026,0,0.016527416
771,160027,1,0.5373992
772,160028,0,0.018866006
773,160029,1,0.71520674
774,160030,0,0.34130684
775,160031,1,0.8648065
776,160032,0,0.032669697
777,160033,0,0.077432014
778,160034,1,0.8688208
779,160035,1,0.5608547
780,160036,0,0.019886686
781,160037,1,0.50749606
782,160038,1,0.5144396
783,160039,0,0.02230946
784,160040,1,0.5092062
785,160041,0,0.08328624
786,160042,0,0.42013887
787,160043,0,0.038650744
788,160044,0,0.08861555
789,160045,0,0.0317223
790,160046,1,0.5331226
791,160047,1,0.5625486
792,160048,1,0.57555383
793,160049,0,0.014147651
794,160050,1,0.7663392
795,160051,1,0.8479941
796,160052,1,0.7797386
797,160053,0,0.20084973
798,160054,1,0.60821825
799,160055,0,0.42030013
800,160056,0,0.065179355
801,160057,0,0.10691517
802,160058,0,0.47086746
803,160059,1,0.71387637
804,160060,0,0.3448328
805,160061,0,0.060243763
806,160062,1,0.8702031
807,160063,0,0.04926514
808,160064,0,0.13314326
809,160065,0,0.3240931
810,160066,1,0.5626499
811,160067,0,0.46961063
812,160068,1,0.64238834
813,160069,1,0.67244637
814,160070,0,0.0047038053
815,160071,0,0.056171365
816,160072,1,0.5194105
817,160073,0,0.03402397
818,160074,1,0.7000014
819,160075,1,0.7892609
820,160076,0,0.41865912
821,160077,0,0.015186694
822,160078,1,0.62148696
823,160079,0,0.09757314
824,160080,0,0.2661538
825,160081,0,0.2122848
826,160082,0,0.15135916
827,160083,0,0.115870416
828,160084,0,0.0026795825
829,160085,0,0.09001852
830,160086,0,0.023111206
831,160087,0,0.09322157
832,160088,0,0.45433506
833,160089,1,0.7540849
834,160090,1,0.6248545
835,160091,1,0.82831216
836,160092,1,0.63409925
837,160093,1,0.8460393
838,160094,0,0.0032460855
839,160095,1,0.8839814
840,160096,1,0.5013883
841,160097,0,0.31042427
842,160098,1,0.71865815
843,160099,0,0.0020996998
844,160100,0,0.38119486
845,160101,0,0.4564221
846,160102,1,0.7144206
847,160103,1,0.5857175
848,160104,0,0.17056523
849,160105,0,0.34817806
850,160106,0,0.02445309
851,160107,0,0.22179395
852,160108,1,0.7647541
853,160109,1,0.7173428
854,160110,1,0.72896963
855,160111,0,0.45829454
856,160112,0,0.1174705
857,160113,0,0.13543336
858,160114,1,0.66939956
859,160115,0,0.008665137
860,160116,0,0.02246613
861,160117,1,0.8851318
862,160118,0,0.46533567
863,160119,0,0.0030200048
864,160120,0,0.44202995
865,160121,1,0.60860443
866,160122,1,0.5644775
867,160123,0,0.27425528
868,160124,1,0.8632603
869,160125,1,0.8165241
870,160126,1,0.5022463
871,160127,1,0.66830885
872,160128,0,0.15252547
873,160129,1,0.80862474
874,160130,1,0.51640946
875,160131,0,0.04029249
876,160132,0,0.019249024
877,160133,1,0.8865674
878,160134,1,0.9102217
879,160135,1,0.6044661
880,160136,0,0.015942222
881,160137,1,0.75631255
882,160138,1,0.6057921
883,160139,1,0.90008277
884,160140,0,0.4598919
885,160141,1,0.76844007
886,160142,0,0.0072122016
887,160143,0,0.41529888
888,160144,0,0.07467463
889,160145,0,0.01623725
890,160146,0,0.017989967
891,160147,1,0.62318355
892,160148,1,0.5768361
893,160149,0,0.424514
894,160150,0,0.14296576
895,160151,0,0.3786504
896,160152,0,0.101844504
897,160153,0,0.031169899
898,160154,1,0.560067
899,160155,1,0.6582019
900,160156,1,0.79774266
901,160157,1,0.75713795
902,160158,0,0.32610938
903,160159,1,0.5820409
904,160160,0,0.014448395
905,160161,1,0.7875636
906,160162,0,0.2002097
907,160163,1,0.82188433
908,160164,1,0.79706556
909,160165,1,0.89752394
910,160166,1,0.7311376
911,160167,1,0.69540286
912,160168,0,0.2857834
913,160169,0,0.3192061
914,160170,1,0.9213222
915,160171,0,0.003263208
916,160172,1,0.51221156
917,160173,1,0.6006587
918,160174,1,0.6916605
919,160175,0,0.008741011
920,160176,0,0.18729769
921,160177,0,0.49346083
922,160178,1,0.5520046
923,160179,0,0.007941322
924,160180,1,0.7734114
925,160181,0,0.49441376
926,160182,1,0.7776103
927,160183,0,0.006914599
928,160184,1,0.72926086
929,160185,0,0.024811182
930,160186,0,0.29699987
931,160187,0,0.0049840617
932,160188,1,0.74600965
933,160189,1,0.65949297
934,160190,0,0.090942554
935,160191,1,0.6917045
936,160192,1,0.6168748
937,160193,0,0.02690963
938,160194,0,0.2719705
939,160195,1,0.5138891
940,160196,0,0.25253686
941,160197,1,0.70938265
942,160198,0,0.42373824
943,160199,0,0.025345195
944,160200,0,0.010269998
945,160201,0,0.015934145
946,160202,1,0.70664114
947,160203,1,0.7156728
948,160204,0,0.13440901
949,160205,1,0.8822548
950,160206,1,0.656683
951,160207,0,0.027503284
952,160208,0,0.3571965
953,160209,0,0.48905516
954,160210,0,0.026438098
955,160211,1,0.5241333
956,160212,0,0.23291868
957,160213,1,0.7955371
958,160214,0,0.32320675
959,160215,0,0.1632291
960,160216,0,0.06470587
961,160217,1,0.7565112
962,160218,0,0.24515732
963,160219,1,0.7786251
964,160220,1,0.69910365
965,160221,0,0.41897783
966,160222,0,0.35126096
967,160223,1,0.5787073
968,160224,1,0.81935406
969,160225,0,0.11697997
970,160226,0,0.08047009
971,160227,1,0.5721513
972,160228,1,0.837849
973,160229,1,0.56344783
974,160230,1,0.73217803
975,160231,0,0.0155882705
976,160232,1,0.864875
977,160233,0,0.026373396
978,160234,0,0.051211935
979,160235,1,0.7331763
980,160236,1,0.61113816
981,160237,1,0.50079656
982,160238,0,0.29907107
983,160239,0,0.004726736
984,160240,1,0.8646725
985,160241,0,0.071919255
986,160242,1,0.5640006
987,160243,1,0.53889394
988,160244,0,0.010951724
989,160245,1,0.65136874
990,160246,1,0.80918753
991,160247,0,0.43030035
992,160248,0,0.2391617
993,160249,1,0.75576854
994,160250,1,0.83517426
995,160251,1,0.60591
996,160252,0,0.01874544
997,160253,0,0.32042348
998,160254,1,0.69293743
999,160255,1,0.64092225
1000,160256,0,0.4701048
1001,160257,1,0.8874321
1002,160258,0,0.0030802288
1003,160259,1,0.8073385
1004,160260,1,0.55481833
1005,160261,0,0.07571026
1006,160262,0,0.015468831
1007,160263,0,0.046630155
1008,160264,0,0.49197912
1009,160265,1,0.5152041
1010,160266,1,0.8589761
1011,160267,0,0.30038318
1012,160268,1,0.5520097
1013,160269,0,0.02023033
1014,160270,0,0.037096396
1015,160271,1,0.54291725
1016,160272,1,0.7523588
1017,160273,0,0.0115565425
1018,160274,0,0.06392608
1019,160275,1,0.6831522
1020,160276,1,0.68411815
1021,160277,0,0.0094720535
1022,160278,1,0.57523435
1023,160279,1,0.7446898
1024,160280,0,0.18825515
1025,160281,1,0.7275006
1026,160282,1,0.7020345
1027,160283,1,0.5181632
1028,160284,1,0.5725189
1029,160285,1,0.78148156
1030,160286,1,0.6741993
1031,160287,1,0.6630301
1032,160288,0,0.3423891
1033,160289,1,0.53052837
1034,160290,1,0.84239554
1035,160291,0,0.09634758
1036,160292,0,0.009062374
1037,160293,0,0.4730506
1038,160294,0,0.1382748
1039,160295,1,0.73848546
1040,160296,1,0.74106055
1041,160297,1,0.75015205
1042,160298,0,0.011394772
1043,160299,1,0.5434227
1044,160300,1,0.61953485
1045,160301,1,0.5464113
1046,160302,0,0.40049422
1047,160303,1,0.534993
1048,160304,1,0.73986137
1049,160305,1,0.64452213
1050,160306,1,0.64374644
1051,160307,0,0.38468346
1052,160308,0,0.05655506
1053,160309,0,0.034724027
1054,160310,0,0.0033455752
1055,160311,1,0.7671113
1056,160312,1,0.53154665
1057,160313,0,0.45826128
1058,160314,1,0.70770854
1059,160315,1,0.78154606
1060,160316,1,0.6100429
1061,160317,1,0.71424246
1062,160318,1,0.8362808
1063,160319,0,0.45136404
1064,160320,0,0.0056127873
1065,160321,1,0.79538673
1066,160322,1,0.6093515
1067,160323,0,0.49922955
